,Movie,Tags
7752,Joe Dirt,joe dirt adventure comedy drama denniegordon davidspade brittanydaniel dennismiller abandon parent Grand Canyon   Joe Dirt tell story journey find parent
7753,Don't Breathe 2,don t breathe   action crime horror rodosayagues stephenlang madelyngrace brendansextoniii sequel set year follow initial deadly home invasion   Norman Nordstrom live quiet solace past sin catch
7754,Sucker Punch,sucker punch action adventure fantasy zacksnyder emilybrowning vanessahudgens abbiecornish young girl institutionalize abusive stepfather retreat alternative reality cope strategy envision plan help escape
7755,Murder Mystery,murder mystery action comedy crime kylenewacheck adamsandler jenniferaniston lukeevans New York cop wife go european vacation reinvigorate spark marriage   end getting frame run death elderly billionaire
7756,The Lodge,the lodge drama horror mystery severinfiala veronikafranz rileykeough jaedenmartell soontobe stepmom snow fianc s two child remote holiday village   relation begin thaw trio   strange frightening event take place
7757,Shaft,shaft action crime thriller johnsingleton samuell jackson vanessawilliams christianbale New York City police detective John Shaft   nephew original s detective   go personal mission make sure son real estate tycoon bring justice raciallymotivate murder
7758,Hercules,hercules action adventure fantasy brettratner dwaynejohnson johnhurt ianmcshane endure legendary twelve labor   Hercules   greek demigod   life swordforhire test King Thrace daughter seek aid defeat tyrannical warlord
7759,Pink Flamingos,pink flamingos comedy crime johnwaters divine davidlochary maryvivianpearce Notorious Baltimore criminal underground figure Divine go sleazy marry couple make passionate attempt humiliate seize tabloidgiven title   Filthiest Person Alive  
7760,Dante's Peak,dante s peak action adventure thriller rogerdonaldson piercebrosnan lindahamilton jamieren esmith volcanologist arrive countryside town recently name secondmost desirable place live America   discover longdormant volcano   Dante s Peak   may wake moment
7761,Shark Tale,shark tale animation adventure comedy bibobergeron vickyjenson robletterman willsmith son gangster shark boss accidentally kill hunt   wouldbe prey vegetarian brother decide use incident advantage
7762,S.W.A.T.,s w a t  action adventure crime clarkjohnson samuell jackson colinfarrell michellerodriguez imprison drug kingpin offer huge cash reward anyone break police custody   LAPD   s Special Weapons Tactics team prevent
7763,Cowboys & Aliens,cowboys   aliens action drama sci fi jonfavreau danielcraig harrisonford oliviawilde spaceship arrive Arizona     take Earth   start Wild West region   posse cowboy native stand way
7764,Godzilla: King of the Monsters,godzilla  king of the monsters action adventure fantasy michaeldougherty kylechandler verafarmiga milliebobbybrown cryptozoological agency Monarch face battery godsize monster   include mighty Godzilla   collide Mothra   Rodan   ultimate nemesis   threeheade King Ghidorah
7765,Shallow Hal,shallow hal comedy drama fantasy bobbyfarrelly peterfarrelly jackblack gwynethpaltrow shallow man fall love pound woman inner beauty
7766,No One Lives,no one lives horror thriller ryheikitamura lukeevans garygrubbs adelaideclemens gang ruthless highway killers kidnap wealthy couple travel cross country shockingly discover thing seem
7767,Mike and Dave Need Wedding Dates,mike and dave need wedding dates comedy romance jakeszymanski zacefron adamdevine annakendrick two hardpartying brother place online ad find perfect date sister s hawaiian wedding   hope wild getaway   boy instead find outhustle uncontrollable duo
7768,Never Been Kissed,never been kissed comedy drama romance rajagosnell drewbarrymore davidarquette michaelvartan newspaper reporter enroll high school part research story
7769,Hotel Transylvania: Transformania,hotel transylvania  transformania animation adventure comedy derekdrymon jenniferkluska andysamberg selenagomez one experiment   Johnny turn monster everyone else become human   see whether able reverse experiment
7770,The Other Woman,the other woman comedy romance nickcassavetes camerondiaz lesliemann kateupton discover boyfriend marry   Carly meet wife s betray   yet another affair discover   three woman team plot revenge threetiming SOB
7771,Exodus: Gods and Kings,exodus  gods and kings action adventure drama ridleyscott christianbale joeledgerton benkingsley defiant leader Moses rise egyptian Pharaoh Ramses II   set six hundred thousand slave monumental journey escape Egypt terrify cycle deadly plague
7772,House of 1000 Corpses,house of      corpses horror robzombie sidhaig karenblack billmoseley two young couple travel across backwood Texas search urban legend murder end prisoner bizarre sadistic backwater family serial killer
7773,Home Team,home team comedy sport charleskinnane danielkinnane kevinjames taylorlautner New Orleans Saints head coach Sean Payton coach son s thgrade football team suspend entire   season result role Saints   Bountygate scandal
7774,G.I. Jane,g i  jane action drama war ridleyscott demimoore viggomortensen annebancroft female Senator succeed enrol woman Combined Reconnaissance Team training everyone expect fail
7775,The Taking,the taking horror mystery thriller adamrobitel jilllarson anneramsay michelleang elderly woman battle Alzheimer s disease agree let film crew document condition   discover something far sinister go
7776,Honest Thief,honest thief action thriller markwilliams liamneeson katewalsh jaicourtney want lead honest life   notorious bank robber turn   doublecrosse two ruthless FBI agent
7777,Stuart Little,stuart little adventure comedy family robminkoff michaelj fox geenadavis hughlaurie little family adopt charming young mouse name Stuart   family cat want rid
7778,Sick,sick horror thriller johnhyams gideonadlon bethlehemmillion dylansprayberry due pandemic   Parker good friend decide quarantine family lake house alone   think
7779,Free Willy,free willy adventure drama family simonwincer jasonjamesrichter loripetty michaelmadsen boy learn beloved killer whale kill aquarium owner   boy risk everything free whale
7780,The Gambler,the gambler crime drama thriller rupertwyatt markwahlberg jessicalange johngoodman literature professor gambler Jim Bennett s debt cause borrow money mother loan shark   complicate situation   relationship one student   Bennett risk life second chance
7781,Those Who Wish Me Dead,those who wish me dead action drama thriller taylorsheridan angelinajolie nicholashoult finnlittle teenage murder witness find pursue twin assassin Montana wilderness survival expert task protect   forest fire threaten consume
7782,The Tourist,the tourist action thriller florianhenckelvondonnersmarck johnnydepp angelinajolie paulbettany revolve around Frank   american tourist visit Italy mend break heart   Elise extraordinary woman deliberately cross path
7783,Indecent Proposal,indecent proposal drama romance adrianlyne robertredford demimoore woodyharrelson billionaire offer    young married couple one night wife
7784,Sahara,sahara action adventure comedy breckeisner matthewmcconaughey pen lopecruz stevezahn Master explorer Dirk Pitt go adventure lifetime seek lose Civil War battleship know   Ship Death   desert West Africa help doctor hound ruthless dictator
7785,Rebecca,rebecca drama mystery romance benwheatley lilyjames armiehammer kristinscottthomas young newlywed arrive husband s impose family estate windswept english coast find battle shadow first wife   Rebecca   whose legacy live house long death
7786,The Time Machine,the time machine action adventure sci fi simonwells guypearce yanceyarias markaddy hope alter event past   th century inventor instead travel   year future   find humankind divide two war race
7787,Class,class comedy drama romance lewisjohncarlino jacquelinebisset roblowe andrewmccarthy young man private school spend one crazy night   soon realize woman hook expect
7788,Night at the Museum: Battle of the Smithsonian,night at the museum  battle of the smithsonian adventure comedy family shawnlevy benstiller owenwilson amyadams security guard Larry Daley infiltrate Smithsonian Institution order rescue Jedediah Octavius   ship museum mistake
7789,My Big Fat Greek Wedding 2,my big fat greek wedding   comedy romance kirkjones niavardalos johncorbett michaelconstantine Portokalos family secret bring beloved character back together even big greeker wedding
7790,The Poughkeepsie Tapes,the poughkeepsie tapes horror mystery thriller johnerickdowdle stacychbosky benmessmer samantharobson abandon house Poughkeepsie   New York murder investigator uncover hundreds tape show decade serial killer s work
7791,The Midnight Meat Train,the midnight meat train horror mystery thriller ryheikitamura vinniejones bradleycooper lesliebibb photographer s obsessive pursuit dark subject matter lead path serial killer stalk late night commuter   ultimately butcher gruesome way
7792,The Boy,the boy horror mystery thriller williambrentbell laurencohan rupertevans jamesrussell american nanny shock new english family s boy actually lifesize doll   violate list strict rule   disturb event make believe doll really alive
7793,Hocus Pocus 2,hocus pocus   comedy family fantasy annefletcher bettemidler sarahjessicaparker kathynajimy two young woman accidentally bring back Sanderson Sisters modern day Salem must figure stop childhungry witch wreak havoc world
7794,Original Sin,original sin drama mystery romance michaelcristofer antoniobanderas angelinajolie thomasjane woman   along lover   plan con rich man marry   earn trust   run away money   everything go planned fall love
7795,CHIPS,chips action comedy crime daxshepard michaelpe a daxshepard vincentd onofrio inexperienced rookie team harden pro California Highway Patrol Los Angeles   newbie officer soon learn partner really undercover Fed investigate heist may involve crooked cop
7796,Mr. Harrigan's Phone,mr  harrigan s phone drama horror mystery johnleehancock donaldsutherland jaedenmartell joetippett Mr Harrigan die   Craig   teen befriend odd job   put smart phone pocket burial   lonely youth send dead friend message   shocked get return text
7797,Halloween,halloween horror robzombie scouttaylor compton malcolmmcdowell tylermane commit   year   Michael Myers   grow man still dangerous   escape mental institution immediately return Haddonfield find baby sister   Laurie
7798,Taken 3,taken   action crime thriller oliviermegaton liamneeson forestwhitaker maggiegrace accuse ruthless murder never commit witness   Bryan Mills go run bring particular set skill find true killer clear name
7799,Unhinged,unhinged action thriller derrickborte russellcrowe carenpistorius gabrielbateman confrontation unstable man intersection   woman become target rage
7800,Absolutely Anything,absolutely anything comedy sci fi terryjones simonpegg katebeckinsale sanjeevbhaskar group eccentric alien confer human power absolutely anything   experiment
7801,Arkansas,arkansas crime thriller clarkduke liamhemsworth jacobzachar patrickmuldoon Kyle Swin live order Arkansasbased drug kingpin name Frog   ve never meet   deal go horribly wrong   consequence deadly
7802,Camp Nowhere,camp nowhere adventure comedy family jonathanprince jonathanjackson christopherlloyd johnputch group junior high kid not want go summer camp choose parent   make adultfree camp   hire   ex drama teacher help
7803,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,teenage mutant ninja turtles ii  the secret of the ooze action adventure comedy michaelpressman paigeturco davidwarner michelansisti Turtles Shredder battle   time last canister ooze create Turtles   Shredder want unleash army new mutant
7804,Get Hard,get hard comedy crime etancohen willferrell kevinhart alisonbrie millionaire James King jail fraud bind San Quentin   turn Darnell Lewis prep go behind bar
7805,Assassination Nation,assassination nation action comedy crime samlevinson odessayoung abra sukiwaterhouse malicious datum hack expose secret perpetually american town Salem   chaos descend four girl must fight survive   cope hack
7806,Circle,circle drama horror mystery aaronhann mariomiscione allegramasters aimeemckay hold captive face imminent execution   fifty stranger force choose one person among deserve live
7807,Project Power,project power action crime sci fi henryjoost arielschulman jamiefoxx josephgordon levitt pill give user unpredictable superpower five minute hit street New Orleans   teenage dealer local cop must team exsoldi take group responsible creation
7808,The SpongeBob Movie: Sponge Out of Water,the spongebob movie  sponge out of water animation adventure comedy paultibbitt mikemitchell tomkenny antoniobanderas diabolical pirate sea steal secret Krabby Patty formula   SpongeBob nemesis Plankton must team order get back
7809,The Purge: Election Year,the purge  election year action horror sci fi jamesdemonaco frankgrillo elizabethmitchell mykeltiwilliamson former Police Sergeant Barnes become head security Senator Charlie Roan   presidential candidate target death Purge night due vow eliminate Purge
7810,Bedtime Stories,bedtime stories adventure comedy family adamshankman adamsandler kerirussell courteneycox hotel handyman s life change lavish bedtime story tell niece nephew start magically come true
7811,The Net,the net action crime drama irwinwinkler sandrabullock jeremynortham dennismiller computer programmer stumble upon conspiracy   put life live around great danger
7812,Overboard,overboard comedy romance robgreenberg eugenioderbez annafaris evalongoria spoil   wealthy yacht owner throw overboard lose memory   mistreat employee convince workingclass husband
7813,Miami Vice,miami vice action adventure crime michaelmann colinfarrell jamiefoxx gongli base s tv actiondrama   update focus vice detective Crockett Tubbs respective personal professional life become dangerously intertwine
7814,Greta,greta drama mystery thriller neiljordan isabellehuppert chlo gracemoretz maikamonroe young woman befriend lonely widow s harbor dark deadly agenda toward
7815,The Signal,the signal drama mystery sci fi williameubank brentonthwaites oliviacooke beauknapp road trip   Nic two friend draw isolated area computer genius   everything suddenly go dark   Nic regain consciousness   find wake nightmare
7816,Beneath the Planet of the Apes,beneath the planet of the apes action adventure sci fi tedpost jamesfranciscus kimhunter mauriceevans sole survivor interplanetary rescue mission search survivor previous expedition   discover planet rule ape underground city run telepathic human
7817,Creepshow 2,creepshow   fantasy horror michaelgornick georgekennedy loischiles domenickjohn three macabre tale late issue boy s favorite comic book   deal vengeful wooden Native american   monstrous blob lake   undying hitchhiker
7818,Friday the 13th: The Final Chapter,friday the   th  the final chapter horror thriller josephzito erichanderson judiearonson peterbarton announce dead take morgue   Jason Voorhees spontaneously revive   escape hospital   stalk group friend rent house countryside near Crystal Lake
7819,The Spy Who Dumped Me,the spy who dumped me action adventure comedy susannafogel justintheroux katemckinnon blankagy rfi t th best friend Audrey Morgan unwittingly become entangled international conspiracy one discover boyfriend dump actually spy
7820,The Lair of the White Worm,the lair of the white worm comedy horror kenrussell amandadonohoe hughgrant catherineoxenberg archaeologist uncover strange skull foreign land   resident nearby town begin disappear   lead inexplicable occurrence
7821,6 Souls,  souls horror thriller mnsmrlind bj rnstein juliannemoore jonathanrhysmeyers forensic psychiatrist discover one patient s multiple personality murder victim   find s happen time finish
7822,Transporter 3,transporter   action adventure thriller oliviermegaton jasonstatham robertknepper natalyarudakova Frank Martin forced deliver Valentina   kidnap daughter ukrainian government official   Marseilles Odessa Black Sea   En route   contend thug want intercept Valentina s safe delivery
7823,The Room,the room drama fantasy horror christianvolckman olgakurylenko kevinjanssens joshuawilson Matt Kate buy isolated house   move   discover strange room grant unlimited number material wish   since Kate two miscarriage   long child
7824,Mr. Popper's Penguins,mr  popper s penguins comedy family fantasy markwaters jimcarrey carlagugino angelalansbury life businessman begin change inherit six penguin   transform apartment winter wonderland   professional side start unravel
7825,The Zero Theorem,the zero theorem comedy drama fantasy terrygilliam christophwaltz lucashedges m laniethierry hugely talente socially isolate computer operator task Management prove Zero Theorem   universe end nothing   render life meaningless   mean already crave
7826,Sisters,sisters comedy jasonmoore amypoehler tinafey mayarudolph two sister decide throw one last house party parent sell family home
7827,Jexi,jexi comedy romance sci fi jonlucas scottmoore adamdevine alexandrashipp Phil make top   pop list work    friend   cellphone Siri   new phone include AI helper Jexi   improvescontrol social life
7828,Captive State,captive state action horror sci fi rupertwyatt johngoodman ashtonsanders jonathanmajors set Chicago neighborhood nearly decade occupation extraterrestrial force   Captive State   explore live side conflict   collaborator dissident
7829,First Knight,first knight action adventure drama jerryzucker seanconnery richardgere juliaormond Lancelot fall love Guinevere   due marry King Arthur   meanwhile   violent warlord try seize power Arthur Knights Round Table
7830,Mimic,mimic horror sci fi guillermodeltoro mirasorvino jeremynortham alexandergoodwin three year ago   entomologist Dr Susan Tyler genetically create insect kill cockroach carry virulent disease    insect destroy predator   mankind
7831,Bridget Jones: The Edge of Reason,bridget jones  the edge of reason comedy drama romance beebankidron ren ezellweger colinfirth hughgrant find love   Bridget Jones question really everything d ever dream
7832,The Last Song,the last song drama music romance julieannerobinson mileycyrus liamhemsworth gregkinnear rebellious girl send southern beach town summer stay father   mutual love music   estranged duo learn reconnect
7833,War Machine,war machine comedy drama war davidmichd bradpitt danielbetts johnmagaro idiosyncratic general confront opposition enemy   ally   bureaucrat lead massive rebuilding operation Afghanistan
7834,Maniac Cop,maniac cop action crime horror williamlustig tomatkins brucecampbell laurenelandon killer dress police uniform begin murder innocent people street New York City
7835,Daddy's Home 2,daddy s home   comedy seananders willferrell markwahlberg melgibson finally get use s existence   Brad Dusty must deal intrusive father holiday
7836,The Lego Ninjago Movie,the lego ninjago movie animation action adventure charliebean paulfisher boblogan jackiechan shun everyone son evil warlord   teenager seek defeat help fellow ninjas
7837,The Substitute,the substitute action crime drama robertmandel tomberenger raymondcruz williamforsythe Shale s Mercenary team retire    covert mission Cuba   become substitute teacher teacher fiancee s Miami high school get behind kneecap   team help
7838,Walk of Shame,walk of shame comedy stevenbrill elizabethbanks jamesmarsden gillianjacobs reporter s dream become news anchor compromise onenight stand leave strand downtown LA without phone   car   ID money    hour make important job interview life
7839,The Good Neighbor,the good neighbor crime thriller stephanrick ingaalsina jonathanrhysmeyers henrijsarajs bud friendship two different neighbour take tragic turn David run young woman cause death
7840,Righteous Kill,righteous kill crime mystery thriller jonavnet robertdeniro alpacino carlagugino two veteran New York City detective work case serial execution criminal escape justice
7841,Saw VI,saw vi horror mystery thriller kevingreutert tobinbell costasmandylor markrolston Agent Strahm dead   FBI agent Erickson draw near Hoffman   meanwhile   pair insurance executive find another game set Jigsaw
7842,Arthur et les Minimoys,arthur et les minimoys animation adventure comedy lucbesson freddiehighmore miafarrow madonna Tenyearold Arthur   bid save grandfather s house demolish   goes look muchfable hide treasure land minimoy   tiny people live harmony nature
7843,The Handmaid's Tale,the handmaid s tale drama romance sci fi volkerschlndorff natasharichardson fayedunaway aidanquinn dystopian religious tyranny   woman conceive child   young woman live form sexual slavery provide child influential family
7844,Along Came Polly,along came polly comedy romance johnhamburg benstiller jenniferaniston debramessing buttonedup newlywed find strictly organize life descend chaos fall love old classmate
7845,Kama Sutra: A Tale of Love,kama sutra  a tale of love crime drama history miranair naveenandrews saritachoudhury indiravarma two female friend become sexual rival maturity
7846,Unfriended: Dark Web,unfriended  dark web horror mystery thriller stephensusco colinwoodell stephanienogueras bettygabriel teen come possession new laptop soon discover previous owner watch also anything get back
7847,Jason Lives: Friday the 13th Part VI,jason lives  friday the   th part vi horror thriller tommcloughlin thommathews jennifercooke davidkagen Tommy Jarvis exhume Jason Voorhees cremate corpse   inadvertently bring back life instead   newly revive killer seek revenge   Tommy may one stop
7848,The Wizard,the wizard adventure comedy drama toddholland fredsavage lukeedwards jennylewis boy brother run away home hitch crosscountry   help girl meet   compete ultimate videogame championship
7849,World Trade Center,world trade center drama history thriller oliverstone nicolascage michaelpe a mariabello two Port Authority police officer become trap rubble World Trade Center
7850,Hope Floats,hope floats drama romance forestwhitaker sandrabullock harryconnickjr  genarowlands Birdee Calvert must choose moral heart husband divorce charming young man   daughter disapprove   come back life
7851,Werewolves Within,werewolves within comedy horror mystery joshruben samrichardson milanavayntrub georgebasil feature adaptation video game werewolf attack small town
7852,Soldier,soldier action drama sci fi paulwsanderson kurtrussell jasonscottlee jasonisaacs soldier train birth deem obsolete dump waste planet reluctantly take community defenseless   strand wayfarer
7853,The Gate,the gate fantasy horror tibortakcs stephendorff christadenton louistripp kid leave home alone accidentally unleash horde malevolent demons mysterious hole suburban backyard
7854,Little Monsters,little monsters adventure comedy family richardgreenberg fredsavage howiemandel danielstern boy discover incredible gruesome world monster bed
7855,The Jungle Book,the jungle book adventure family romance stephensommers jasonscottlee caryelwes lenaheadey Rudyard Kipling s classic tale Mowgli   orphan jungle boy raise wild animal   become king jungle
7856,Dragnet,dragnet comedy crime mystery tommankiewicz danaykroyd tomhanks christopherplummer equally straitlace   bythebook   nephew Joe Friday must work laidback partner solve mystery
7857,Tequila Sunrise,tequila sunrise crime drama romance roberttowne melgibson michellepfeiffer kurtrussell former LA drug dealer try go straight past underworld connection bring focus DEA   mexican feds mexican drug cartel
7858,Horse Girl,horse girl drama mystery thriller jeffbaena alisonbrie mollyshannon goldenite Sarah   socially isolate woman fondness art craft   horse   supernatural crime show find increasingly lucid dream trickle wake life
7859,Nights in Rodanthe,nights in rodanthe drama romance georgecwolfe dianelane richardgere christophermeloni doctor   travelling see estranged son   spark unhappily marry woman North Carolina inn
7860,Jobs,jobs biography drama joshuamichaelstern ashtonkutcher dermotmulroney joshgad story Steve Jobs   ascension college dropout one revere creative entrepreneur th century
7861,The Indian in the Cupboard,the indian in the cupboard drama family fantasy frankoz halscardino litefoot lindsaycrouse Omri   young boy grow Brooklyn   receive odd variety present birthday   wooden cupboard old brother   set antique keys mother   plastic indian good friend   Patrick
7862,My Son,my son crime drama mystery christiancarion jamesmcavoy clairefoy tomcullen drive heart highland   Edmond Murray receive call exwife   tear   yearold son go miss campsite   soon become clear child kidnap parent give way despair
7863,True History of the Kelly Gang,true history of the kelly gang action biography crime justinkurzel georgemackay essiedavis nicholashoult australian bushranger Ned Kelly gang flee authority s
7864,Valhalla Rising,valhalla rising action adventure drama nicolaswindingrefn madsmikkelsen maartenstevenson alexandermorton force time fight slave   pagan warrior escape captor boy join group Crusaders quest Holy Land
7865,Ice Princess,ice princess comedy drama family timfywell michelletrachtenberg kimcattrall trevorblumas help coach   mom   boy drive zamboni machine   nothing stop Casey   Trachtenberg   realize dream champion figure skater
7866,Parental Guidance,parental guidance comedy family andyfickman billycrystal bettemidler marisatomei Artie Diane agree look three grandkid typea helicopter parent need leave town work   problem arise kid   stcentury behavior collide Artie Diane s oldschool method
7867,Body Snatchers,body snatchers horror sci fi abelferrara gabrielleanwar megtilly terrykinney teenage girl father discover alien clone replace human remote US military base Alabama
7868,What's Your Number?,what s your number  comedy romance markmylod annafaris chrisevans arigraynor woman look back past nineteen man s relationship life wonder one might one true love
7869,The Machine,the machine action drama sci fi caradogwjames tobystephens caitylotz denislawson effort construct perfect android kill machine war China   UK scientist exceed goal create sentient robot
7870,Backcountry,backcountry adventure drama horror adammacdonald jeffroop missyperegrym nicholascampbell urban couple go camping wood find lose territory predatory black bear
7871,Mil gritos tiene la noche,mil gritos tiene la noche horror mystery thriller juanpiquersimn christophergeorge lyndadaygeorge frankbra a coed Boston college campus target mysterious killer create human jigsaw puzzle body part
7872,She's the One,she s the one comedy drama romance edwardburns edwardburns jenniferaniston johnmahoney love live two brother   Mickey Francis   interconnect Francis cheat wife Mickey s exgirlfriend   Mickey impulsively marry stranger
7873,The Best Little Whorehouse in Texas,the best little whorehouse in texas comedy musical colinhiggins burtreynolds dollyparton domdeluise town s Sheriff regular patron historical whorehouse fight keep run television reporter target Devil s playhouse
7874,Raising Helen,raising helen comedy drama romance garrymarshall katehudson johncorbett joancusack sister brotherinlaw die car accident   young woman become guardian three child
7875,Cold Skin,cold skin action fantasy horror xaviergens raystevenson davidoakes auragarrido young man arrive remote island take post weather observer find defend watchtower deadly creature live island shore
7876,Firestarter,firestarter action horror sci fi markllester drewbarrymore davidkeith freddiejones couple participate potent medical experiment gain telepathic ability child pyrokinetic
7877,The Lazarus Project,the lazarus project drama mystery thriller johnglenn paulwalker piperperabo brooklynnproulx parole former criminal draw endeavor put life family risk subsequently find live inexplicable new life work psychiatric facility
7878,13,   crime drama thriller glababluani samriley alicebarrett gabyhoffmann naive young man assume dead man s identity find embroil underground world power   violence   chance man gamble behind closed door live man
7879,Smurfs: The Lost Village,smurfs  the lost village animation adventure comedy kellyasbury demilovato rainnwilson joemanganiello fully animate   allnew take Smurfs   mysterious map set Smurfette friend Brainy   Clumsy   hefty exciting race Forbidden Forest   lead discovery big secret smurf history
7880,The Woman,the woman drama horror thriller luckymckee pollyannamcintosh brandongeraldfuller laurenashleycarter successful country lawyer capture attempt   civilize   last remain member violent clan roam Northeast coast decade   put life family jeopardy
7881,Super Troopers 2,super troopers   comedy crime mystery jaychandrasekhar jaychandrasekhar kevinheffernan stevelemme border dispute arise US Canada   Super Troopers task establish Highway Patrol station dispute area
7882,Father of the Bride Part II,father of the bride part ii comedy family romance charlesshyer stevemartin dianekeaton martinshort George Banks must deal daughter s pregnancy   also wife s
7883,To All the Boys: P.S. I Still Love You,to all the boys  p s  i still love you comedy drama romance michaelfimognari lanacondor noahcentineo jordanfisher Lara Jean Peter take relationship pretend officially official another recipient one old love letter enter picture
7884,Destination Wedding,destination wedding comedy drama romance victorlevin winonaryder keanureeves djdallenbach story two miserable unpleasant wedding guest   Lindsay Frank   develop mutual affection despite
7885,Equals,equals drama romance sci fi drakedoremus nicholashoult kristenstewart vernettalopez emotionless utopia   two people fall love regain feeling mysterious disease   cause tension society
7886,Motel Hell,motel hell comedy horror thriller kevinconnor rorycalhoun paullinke nancyparsons seemingly friendly farmer sister kidnap unsuspecte traveler bury alive   use create   special meat   famous
7887,The Rite,the rite drama horror mystery mikaelhfstrm colino donoghue anthonyhopkins ciar nhinds american seminary student Michael Kovak travel Italy take exorcism course
7888,Wuthering Heights,wuthering heights drama romance andreaarnold kayascodelario jameshowson solomonglave poor boy unknown origin rescue poverty take Earnshaw family develop intense relationship young foster sister   Cathy
7889,On the Road,on the road adventure drama romance waltersalles samriley garretthedlund kristenstewart young writer Sal Paradise life shake arrival freespirite Dean Moriarty girl   Marylou   travel across country   encounter mix people impact journey indelibly
7890,Censor,censor horror mystery pranobaileybond niamhalgar michaelsmiley nicholasburns view strangely familiar video nasty   Enid   film censor   set solve past mystery sister s disappearance   embark quest dissolve line fiction reality
7891,The Object of My Affection,the object of my affection comedy drama romance nicholashytner jenniferaniston paulrudd kalirocha pregnant New York City social worker begin develop romantic feeling gay good friend   decide d rather raise child   much dismay overbear boyfriend
7892,Margot at the Wedding,margot at the wedding comedy drama noahbaumbach nicolekidman jenniferjasonleigh floracross Margot son Claude decide visit sister Pauline announce marry lessthanimpressive Malcolm
7893,I Could Never Be Your Woman,i could never be your woman comedy drama romance amyheckerling michellepfeiffer paulrudd saoirseronan mother fall young man daughter fall love first time   Mother Nature mess fate
7894,The Riot Club,the riot club drama thriller lonescherfig samclaflin maxirons douglasbooth two firstyear student Oxford University join infamous Riot Club   reputation make destroy course single evening
7895,Z for Zachariah,z for zachariah drama romance sci fi craigzobel chiwetelejiofor chrispine margotrobbie wake disaster wipe civilization   two man young woman find emotionally charge love triangle last know survivor
7896,Thick as Thieves,thick as thieves action crime thriller mimileder ivanpetrushinov victorboichev nickolayhadjiminev veteran thief recruit young crook help pull one final job order repay debt russian mob
7897,Wrongfully Accused,wrongfully accused action comedy thriller patproft leslienielsen richardcrenna kellylebrock Ryan Harrison frame murder must prove innocent find mysterious oneeye   onearme   onelegged man escape bus accident way jail
7898,My Cousin Rachel,my cousin rachel drama mystery romance rogermichell rachelweisz samclaflin hollidaygrainger young Englishman plot revenge late cousin s mysterious   beautiful wife   believe responsible death   feeling become complicated find fall beguile spell charm
7899,Relic,relic drama horror mystery natalieerikajames robynnevin emilymortimer bellaheathcote daughter   mother grandmother haunt manifestation dementia consume family s home
7900,Dream House,dream house drama mystery thriller jimsheridan danielcraig rachelweisz naomiwatts soon move seemingly idyllic new home   family learn brutal crime commit former resident dwell
7901,Carriers,carriers action adventure drama davidpastor  lexpastor chrispine piperperabo lethal virus spread globally   four friend seek repute plaguefree   avoid infect   traveler turn one another
7902,Above the Law,above the law action crime drama andrewdavis stevenseagal pamgrier henrysilva former Special Operations Vietnam vet work Chicago cop   uncover CIA   wrongdoing
7903,Deception,deception crime drama mystery marcellangenegger hughjackman ewanmcgregor michellewilliams accountant introduce mysterious sex club know List lawyer friend   new world   soon become prime suspect woman s disappearance multimillion dollar heist
7904,The Peacemaker,the peacemaker action thriller mimileder georgeclooney nicolekidman marceliures US Army colonel civilian woman supervise must track steal russian nuclear weapon re use terrorist
7905,The Escort,the escort comedy drama romance willslocombe lyndsyfonseca michaeldoneger tommydewey desperate good story   sexaddicted journalist throw world highclass escort start follow Stanfordeducated prostitute
7906,Nim's Island,nim s island adventure comedy drama jenniferflackett marklevin jodiefoster gerardbutler young girl inhabit isolated island scientist father communicate reclusive author novel s read
7907,The Alamo,the alamo drama history war johnleehancock dennisquaid billybobthornton emilioechevarr a base   standoff group Texan Tejano man   lead Davy Crockett Jim Bowie   mexican dictator Santa Anna s force Alamo San Antonio Texas
7908,We're Back! A Dinosaur's Story,we re back  a dinosaur s story animation adventure comedy philnibbelink simonwells dickzondag ralphzondag time travel scientist go back prehistoric time feed dinosaur magic cereal increase intelligence   next land modern New York City series comic adventure
7909,The Shadow,the shadow action adventure crime russellmulcahy alecbaldwin johnlone penelopeannmiller s New York City   Shadow   Alec Baldwin   battle nemesis   Shiwan Khan   John Lone    build atomic bomb
7910,Lockout,lockout action sci fi thriller jamesmather stevesaintleger guypearce maggiegrace man wrongly convict conspiracy commit espionage US offer freedom rescue President s daughter outerspace prison take violent inmate
7911,Lord of Illusions,lord of illusions horror mystery thriller clivebarker scottbakula kevinj o connor j trevoredmond private detective get bargain encounter Philip Swan   performer whose amazing illusion captivate world   really everyone think
7912,Medicine Man,medicine man adventure drama romance johnmctiernan seanconnery lorrainebracco jos wilker beautiful dangerous Amazon rainforest   dissimilar people must make choice business   science   love
7913,Erased,erased action thriller philippstlzl aaroneckhart nickalachiotis lianaliberato exCIA agent estranged daughter force run employer erase record existence   mark termination part widereache international conspiracy
7914,Astérix & Obélix contre César,ast rix   ob lix contre c sar adventure comedy family claudezidi christianclavier g rarddepardieu robertobenigni inhabitant last unconquered village Gaul   ancient France   use magical potion hold independence roman invader
7915,Planet 51,planet    animation adventure comedy jorgeblanco javierabad marcosmart nez dwaynejohnson alien civilization invade Astronaut Chuck Baker   believe planet uninhabite   want military   Baker must get back ship go orbit without
